FORC46_RS0,Campylobacter_jejuni_GCF_002214785.1
B0D73_RS00,Campylobacter_jejuni_GCF_002101355.1
CjjRM3196_,Campylobacter_jejuni_subsp._jejuni_GCF_001299595.1
AEI08_RS08,Campylobacter_jejuni_GCF_003368125.1
AEI10_RS03,Campylobacter_jejuni_GCF_003368065.1
BD28_RS001,Campylobacter_jejuni_GCF_001951255.1
BN867_RS00,Campylobacter_jejuni_4031_GCF_000493495.1
BD29_RS001,Campylobacter_jejuni_GCF_001951275.1
AEI15_RS08,Campylobacter_jejuni_GCF_003368145.1
BLD38_RS00,Campylobacter_jejuni_GCF_001865395.1
A6J90_RS01,Campylobacter_jejuni_subsp._jejuni_GCF_002209005.1
B1780_RS00,Campylobacter_jejuni_subsp._jejuni_GCF_003999645.1
AT682_RS00,Campylobacter_jejuni_GCF_001457695.1
JJD26997_R,Campylobacter_jejuni_subsp._doylei_269.97_GCF_000017485.1
DQL24_RS00,Campylobacter_jejuni_subsp._doylei_GCF_900474415.1
CEP74_RS01,Campylobacter_jejuni_subsp._doylei_GCF_002983725.1
RC23_RS085,Campylobacter_jejuni_GCF_001507245.1
PJ19_RS001,Campylobacter_jejuni_subsp._jejuni_GCF_000835345.1
RC13_RS000,Campylobacter_jejuni_GCF_001506565.1
HK74_RS045,Campylobacter_jejuni_32488_GCF_000430385.1
RC17_RS088,Campylobacter_jejuni_GCF_001506265.1
PJ17_RS001,Campylobacter_jejuni_subsp._jejuni_GCF_000835285.1
RC20_RS082,Campylobacter_jejuni_GCF_001507225.1
RC26_RS000,Campylobacter_jejuni_GCF_001506705.1
RC07_RS018,Campylobacter_jejuni_GCF_001506745.1
RC33_RS030,Campylobacter_jejuni_GCF_001506805.1
RC18_RS085,Campylobacter_jejuni_GCF_001506825.1
RC28_RS016,Campylobacter_jejuni_GCF_001507045.1
RC40_RS083,Campylobacter_jejuni_GCF_001506225.1
RC21_RS034,Campylobacter_jejuni_GCF_001506445.1
RC25_RS034,Campylobacter_jejuni_GCF_001506185.1
RC00_RS022,Campylobacter_jejuni_GCF_001506385.1
RB96_02165,Campylobacter_jejuni_GCA_001506325.1
RC41_RS002,Campylobacter_jejuni_GCF_001506425.1
RC32_RS034,Campylobacter_jejuni_GCF_001506305.1
RC06_RS087,Campylobacter_jejuni_GCF_001506345.1
RC09_RS043,Campylobacter_jejuni_GCF_001506405.1
RB97_RS034,Campylobacter_jejuni_GCF_001507265.1
RC36_RS086,Campylobacter_jejuni_GCF_001506465.1
RC12_RS085,Campylobacter_jejuni_GCF_001506985.1
RC04_RS000,Campylobacter_jejuni_GCF_001506605.1
RC46_RS082,Campylobacter_jejuni_GCF_001506865.1
QY02_RS021,Campylobacter_jejuni_GCF_001506205.1
RC16_RS024,Campylobacter_jejuni_GCF_001507145.1
RC34_RS054,Campylobacter_jejuni_GCF_001506665.1
RB95_RS085,Campylobacter_jejuni_GCF_001507085.1
RC37_RS020,Campylobacter_jejuni_GCF_001506525.1
RC01_RS030,Campylobacter_jejuni_GCF_001507125.1
RB98_RS085,Campylobacter_jejuni_GCF_001507005.1
RC29_RS022,Campylobacter_jejuni_GCF_001506845.1
RC02_RS022,Campylobacter_jejuni_GCF_001507185.1
RC05_RS082,Campylobacter_jejuni_GCF_001507205.1
RC31_RS033,Campylobacter_jejuni_GCF_001507165.1
RC30_RS024,Campylobacter_jejuni_GCF_001506365.1
RC43_RS035,Campylobacter_jejuni_GCF_001506625.1
